MQ135,MQ7,Temperature,Humidity,Risk
850,562,21.9,79.8,CO Poisoning Risk
871,71,26.3,71.4,Moderate Risk
531,271,13.7,41.3,Moderate Risk
306,469,24.1,69.3,CO Poisoning Risk
91,612,18.8,28.8,CO Poisoning Risk
625,412,25.4,31.0,High Risk
807,354,25.6,73.1,Moderate Risk
800,149,31.1,58.5,High Risk
445,62,26.0,48.2,Moderate Risk
715,249,27.7,68.0,Moderate Risk
881,87,25.7,34.2,High Risk
756,133,36.8,43.5,Asthma Risk
254,630,32.0,67.3,CO Poisoning Risk
823,201,31.1,39.2,Asthma Risk
180,310,28.1,60.4,Moderate Risk
256,178,25.7,52.2,Safe
296,508,21.3,38.9,CO Poisoning Risk
371,645,31.8,76.0,CO Poisoning Risk
154,176,17.6,51.5,Safe
605,78,13.9,60.3,Moderate Risk
246,127,29.8,41.7,Safe
850,176,16.5,46.7,Moderate Risk
858,472,34.7,30.6,CO Poisoning Risk
836,248,31.5,54.1,High Risk
395,380,27.5,46.6,Moderate Risk
484,541,20.5,45.8,CO Poisoning Risk
163,486,28.3,76.1,CO Poisoning Risk
276,302,24.4,66.0,Moderate Risk
663,336,20.0,52.7,Moderate Risk
426,169,35.7,38.5,Moderate Risk
765,219,16.9,80.6,High Risk
657,536,31.1,32.0,CO Poisoning Risk
712,124,32.2,35.3,Asthma Risk
819,349,35.8,42.6,Asthma Risk
329,554,26.2,79.5,CO Poisoning Risk
622,388,25.8,43.1,Moderate Risk
230,614,35.1,54.5,CO Poisoning Risk
354,135,32.2,69.1,Moderate Risk
228,213,31.3,78.2,Moderate Risk
548,378,31.9,60.7,High Risk
159,280,24.8,48.8,Moderate Risk
474,443,14.0,81.2,High Risk
719,632,17.8,29.4,CO Poisoning Risk
287,521,28.4,72.9,CO Poisoning Risk
294,579,22.5,43.0,CO Poisoning Risk
815,629,27.6,72.1,CO Poisoning Risk
657,132,26.2,36.8,Moderate Risk
888,297,23.5,46.7,Moderate Risk
894,402,18.6,31.0,High Risk
776,102,30.3,38.8,Asthma Risk
729,443,34.8,60.6,High Risk
520,565,31.5,69.1,CO Poisoning Risk
414,569,15.9,77.2,CO Poisoning Risk
531,461,25.9,34.5,CO Poisoning Risk
893,437,33.0,35.6,Asthma Risk
377,266,27.2,78.7,Moderate Risk
315,373,23.5,69.4,Moderate Risk
153,416,19.8,57.1,Moderate Risk
649,555,20.9,53.7,CO Poisoning Risk
803,197,18.8,36.5,Moderate Risk
587,524,17.7,48.5,CO Poisoning Risk
149,627,27.1,48.1,CO Poisoning Risk
486,64,25.2,63.0,Moderate Risk
346,637,30.6,60.3,CO Poisoning Risk
666,272,20.4,31.2,High Risk
328,390,24.1,73.8,Moderate Risk
890,63,29.3,78.6,High Risk
127,488,36.1,70.1,CO Poisoning Risk
114,412,21.4,37.6,Moderate Risk
499,191,20.2,37.3,Moderate Risk
550,548,23.8,67.2,CO Poisoning Risk
660,474,30.4,51.8,CO Poisoning Risk
506,484,36.1,70.1,CO Poisoning Risk
446,242,25.9,32.1,Moderate Risk
472,331,32.5,66.7,High Risk
898,609,24.1,50.9,CO Poisoning Risk
247,413,14.0,29.7,High Risk
658,284,34.5,57.4,High Risk
522,331,20.0,65.7,Moderate Risk
137,439,16.3,56.5,Moderate Risk
417,562,36.9,34.6,CO Poisoning Risk
522,605,21.3,72.1,CO Poisoning Risk
520,104,16.3,45.1,Moderate Risk
145,589,20.5,77.8,CO Poisoning Risk
666,347,25.3,77.0,High Risk
357,288,15.1,38.8,Moderate Risk
158,251,21.5,53.7,Moderate Risk
817,419,29.1,35.4,Asthma Risk
690,327,35.0,64.6,High Risk
538,522,22.5,74.0,CO Poisoning Risk
882,66,26.5,63.0,Moderate Risk
346,603,28.3,42.1,CO Poisoning Risk
761,393,14.7,32.1,High Risk
579,533,21.2,31.7,CO Poisoning Risk
835,302,29.4,61.0,Moderate Risk
732,91,30.7,79.5,High Risk
138,71,21.5,65.5,Safe
748,71,13.2,67.5,Moderate Risk
405,441,13.2,45.8,Moderate Risk
502,189,25.9,59.6,Moderate Risk
523,631,26.2,45.1,CO Poisoning Risk
91,566,26.3,76.7,CO Poisoning Risk
234,165,30.3,35.2,Safe
455,506,35.1,62.1,CO Poisoning Risk
509,426,36.8,67.5,High Risk
662,462,29.8,65.7,CO Poisoning Risk
874,371,25.3,41.9,Moderate Risk
650,435,16.4,54.2,Moderate Risk
533,341,22.2,63.8,Moderate Risk
523,128,26.7,78.3,High Risk
732,190,37.0,55.0,High Risk
644,215,16.0,44.2,Moderate Risk
146,378,32.0,48.9,High Risk
651,468,37.0,57.2,CO Poisoning Risk
267,353,32.3,80.7,High Risk
382,570,31.4,61.9,CO Poisoning Risk
135,613,19.2,36.4,CO Poisoning Risk
259,391,13.1,73.5,Moderate Risk
360,346,18.4,37.8,Moderate Risk
506,391,32.0,30.1,High Risk
228,452,15.6,33.4,CO Poisoning Risk
336,177,20.1,70.5,Safe
237,150,26.5,76.7,Safe
319,215,26.9,42.5,Moderate Risk
881,294,26.0,54.9,Moderate Risk
726,588,36.5,60.3,CO Poisoning Risk
793,306,13.3,50.6,Moderate Risk
463,538,24.7,31.5,CO Poisoning Risk
169,288,25.1,31.1,Moderate Risk
695,495,20.0,51.8,CO Poisoning Risk
827,334,25.6,71.1,Moderate Risk
154,307,29.2,32.6,High Risk
177,358,29.1,39.1,Moderate Risk
177,129,15.1,42.6,Safe
802,459,32.3,58.2,CO Poisoning Risk
815,373,35.3,30.3,Asthma Risk
293,89,16.0,74.4,Safe
471,377,23.0,53.4,Moderate Risk
690,509,25.3,54.2,CO Poisoning Risk
565,244,16.2,45.6,Moderate Risk
662,245,25.1,39.4,Moderate Risk
872,373,18.0,47.6,Moderate Risk
695,284,35.4,77.3,High Risk
908,627,23.8,33.1,CO Poisoning Risk
628,403,36.9,31.3,Asthma Risk
303,404,14.1,34.2,High Risk
163,422,16.1,70.0,Moderate Risk
150,429,23.6,30.6,High Risk
787,509,34.0,46.0,CO Poisoning Risk
632,266,26.3,50.9,Moderate Risk
308,409,30.6,55.4,Moderate Risk
101,116,23.2,28.2,Safe
903,284,14.0,54.3,Moderate Risk
504,548,28.5,38.5,CO Poisoning Risk
121,458,28.2,33.3,CO Poisoning Risk
249,171,14.7,56.8,Safe
326,531,17.1,68.2,CO Poisoning Risk
828,641,24.4,78.5,CO Poisoning Risk
270,571,23.7,77.3,CO Poisoning Risk
918,292,31.1,49.5,High Risk
647,526,22.3,66.0,CO Poisoning Risk
430,356,28.9,65.6,Moderate Risk
547,488,29.9,50.3,CO Poisoning Risk
169,327,28.5,33.3,High Risk
736,46,27.3,48.6,Moderate Risk
861,118,32.3,81.6,High Risk
909,108,28.8,58.0,Moderate Risk
848,391,33.0,46.4,High Risk
562,368,28.3,68.2,Moderate Risk
760,283,16.8,65.1,Moderate Risk
804,441,20.4,59.3,Moderate Risk
201,381,20.9,62.4,Moderate Risk
381,385,15.3,59.6,Moderate Risk
911,323,29.6,79.6,High Risk
720,397,27.3,55.5,Moderate Risk
472,507,27.2,59.9,CO Poisoning Risk
106,506,24.5,53.5,CO Poisoning Risk
582,337,26.0,60.4,Moderate Risk
420,451,13.2,76.1,CO Poisoning Risk
828,206,15.3,46.3,Moderate Risk
575,547,29.4,54.8,CO Poisoning Risk
495,492,19.3,52.2,CO Poisoning Risk
206,499,15.6,49.5,CO Poisoning Risk
644,309,20.9,72.3,Moderate Risk
204,176,19.1,40.5,Safe
884,164,13.7,55.0,Moderate Risk
638,263,22.9,77.9,High Risk
903,461,13.6,36.7,CO Poisoning Risk
714,549,13.0,28.3,CO Poisoning Risk
636,344,32.0,42.3,Asthma Risk
733,153,20.6,77.8,High Risk
425,282,26.6,32.7,Moderate Risk
425,337,20.1,35.4,Moderate Risk
829,623,35.3,45.3,CO Poisoning Risk
236,231,30.5,69.6,Moderate Risk
211,80,21.9,68.6,Safe
170,605,18.1,32.7,CO Poisoning Risk
774,300,16.3,78.4,High Risk
755,479,31.3,40.9,CO Poisoning Risk
751,52,23.9,43.2,Moderate Risk
464,222,18.6,48.9,Moderate Risk
659,286,35.1,62.3,High Risk
152,85,22.4,56.2,Safe
593,401,26.0,78.1,High Risk
757,157,33.6,58.5,High Risk
538,210,33.0,74.3,High Risk
517,548,28.3,32.2,CO Poisoning Risk
516,122,34.3,74.2,Moderate Risk
510,240,35.9,38.7,Moderate Risk
411,446,35.4,47.6,High Risk
769,108,21.4,45.3,Moderate Risk
255,469,22.5,46.2,CO Poisoning Risk
686,86,18.8,77.6,High Risk
738,417,33.1,51.8,High Risk
550,350,15.9,42.5,Moderate Risk
548,253,21.5,43.9,Moderate Risk
278,511,13.2,71.4,CO Poisoning Risk
553,348,27.3,57.1,Moderate Risk
468,629,28.8,52.3,CO Poisoning Risk
91,436,19.0,78.0,High Risk
707,197,30.7,78.2,High Risk
453,406,22.2,68.8,Moderate Risk
161,308,20.5,56.0,Moderate Risk
516,260,35.9,34.3,Moderate Risk
727,587,27.1,66.2,CO Poisoning Risk
259,568,19.1,72.0,CO Poisoning Risk
294,238,36.6,74.0,Moderate Risk
914,71,22.3,59.4,Moderate Risk
426,90,28.5,61.3,Moderate Risk
561,102,30.4,66.3,Moderate Risk
284,57,23.1,75.2,Safe
759,93,25.9,30.5,High Risk
742,138,18.8,58.4,Moderate Risk
364,628,24.2,47.9,CO Poisoning Risk
96,495,20.5,73.0,CO Poisoning Risk
655,423,26.1,35.2,Moderate Risk
705,54,29.1,77.1,High Risk
662,560,27.7,34.7,CO Poisoning Risk
688,268,31.6,32.8,Asthma Risk
859,425,14.0,46.7,Moderate Risk
267,585,14.9,81.7,CO Poisoning Risk
331,346,17.9,62.2,Moderate Risk
292,247,36.7,29.4,Moderate Risk
632,633,32.2,41.5,CO Poisoning Risk
890,615,35.2,36.1,CO Poisoning Risk
551,240,19.5,28.1,High Risk
169,366,26.8,55.8,Moderate Risk
612,462,26.3,48.6,CO Poisoning Risk
506,386,26.7,61.1,Moderate Risk
855,433,30.2,39.7,Asthma Risk
473,53,22.5,72.9,Moderate Risk
480,576,29.3,48.7,CO Poisoning Risk
888,193,31.9,54.1,High Risk
777,427,19.9,67.6,Moderate Risk
215,573,35.7,37.0,CO Poisoning Risk
583,56,25.4,42.2,Moderate Risk
136,520,30.6,36.4,CO Poisoning Risk
807,638,30.5,69.5,CO Poisoning Risk
565,623,26.6,33.3,CO Poisoning Risk
708,97,20.7,54.4,Moderate Risk
553,480,29.0,68.5,CO Poisoning Risk
876,250,15.1,55.4,Moderate Risk
212,98,36.6,55.5,Safe
563,624,17.4,31.4,CO Poisoning Risk
223,534,19.6,70.3,CO Poisoning Risk
708,388,35.9,60.6,High Risk
906,213,17.5,64.0,Moderate Risk
651,205,17.1,69.4,Moderate Risk
696,571,32.3,58.3,CO Poisoning Risk
869,571,19.0,55.5,CO Poisoning Risk
112,331,15.3,63.8,Moderate Risk
655,456,18.4,76.6,CO Poisoning Risk
855,566,34.3,62.5,CO Poisoning Risk
324,613,19.7,70.6,CO Poisoning Risk
148,243,29.7,53.9,Moderate Risk
253,205,22.5,59.8,Moderate Risk
860,433,19.3,37.7,Moderate Risk
915,518,16.5,54.4,CO Poisoning Risk
305,425,36.3,36.0,High Risk
272,636,25.5,53.2,CO Poisoning Risk
658,168,15.8,31.5,High Risk
746,116,17.8,59.1,Moderate Risk
179,212,22.8,43.5,Moderate Risk
400,328,26.1,73.4,Moderate Risk
646,538,17.4,48.3,CO Poisoning Risk
346,80,19.7,77.6,Moderate Risk
622,219,31.8,53.5,High Risk
622,243,23.0,73.8,Moderate Risk
141,160,13.0,44.1,Safe
427,359,14.3,52.4,Moderate Risk
260,264,23.5,62.2,Moderate Risk
156,622,14.4,42.0,CO Poisoning Risk
714,178,17.2,63.5,Moderate Risk
389,166,30.5,43.6,Moderate Risk
761,465,24.5,54.2,CO Poisoning Risk
867,536,24.6,29.3,CO Poisoning Risk
321,643,27.4,32.2,CO Poisoning Risk
157,333,31.9,40.3,High Risk
595,97,16.8,71.6,Moderate Risk
117,249,17.2,63.7,Moderate Risk
717,392,15.9,76.2,High Risk
140,95,35.5,76.9,Safe
782,84,26.9,48.2,Moderate Risk
349,294,15.2,47.8,Moderate Risk
680,262,18.3,73.1,Moderate Risk
874,223,30.4,51.0,Moderate Risk
709,595,13.7,74.3,CO Poisoning Risk
675,227,30.4,55.3,Moderate Risk
776,208,34.9,50.9,High Risk
273,421,14.4,43.1,Moderate Risk
112,541,17.5,34.8,CO Poisoning Risk
875,641,13.1,56.4,CO Poisoning Risk
218,505,15.6,45.6,CO Poisoning Risk
380,518,27.8,41.5,CO Poisoning Risk
590,81,14.1,37.2,Moderate Risk
275,643,23.2,49.0,CO Poisoning Risk
568,363,25.1,58.0,Moderate Risk
660,599,34.8,73.2,CO Poisoning Risk
581,456,24.4,72.3,CO Poisoning Risk
602,400,16.4,74.2,Moderate Risk
732,273,19.9,59.1,Moderate Risk
156,308,29.1,58.2,Moderate Risk
894,531,15.7,76.9,CO Poisoning Risk
556,605,18.6,43.6,CO Poisoning Risk
374,396,36.9,35.9,High Risk
690,486,13.1,32.5,CO Poisoning Risk
506,503,16.7,75.6,CO Poisoning Risk
189,69,33.2,48.1,Safe
278,175,15.4,54.9,Safe
477,414,13.8,71.4,Moderate Risk
330,480,15.9,48.2,CO Poisoning Risk
871,268,29.6,74.9,Moderate Risk
820,396,36.8,45.4,High Risk
506,529,27.2,67.5,CO Poisoning Risk
265,241,16.0,64.0,Moderate Risk
476,153,17.4,38.9,Moderate Risk
560,264,25.9,34.7,High Risk
322,363,30.2,34.0,High Risk
752,126,28.9,63.1,Moderate Risk
541,581,26.8,28.7,CO Poisoning Risk
366,476,36.7,63.7,CO Poisoning Risk
318,52,17.8,70.2,Safe
260,193,17.1,44.3,Moderate Risk
824,142,33.6,68.3,High Risk
302,145,20.0,36.9,Safe
371,411,21.0,79.9,High Risk
130,506,26.2,40.5,CO Poisoning Risk
211,458,22.2,54.4,CO Poisoning Risk
316,303,19.9,80.9,High Risk
383,400,35.0,77.0,High Risk
689,55,16.1,63.6,Moderate Risk
356,460,22.7,47.9,CO Poisoning Risk
630,615,13.1,65.8,CO Poisoning Risk
848,294,32.4,52.9,High Risk
917,594,17.0,33.9,CO Poisoning Risk
540,166,31.6,71.0,High Risk
538,109,16.6,75.1,High Risk
845,346,23.0,50.0,Moderate Risk
150,169,30.5,63.9,Safe
591,356,19.5,29.6,High Risk
236,235,20.5,38.7,Moderate Risk
775,494,29.0,58.8,CO Poisoning Risk
879,203,17.5,42.8,Moderate Risk
423,397,35.8,79.0,High Risk
231,307,17.5,73.2,Moderate Risk
133,450,31.0,63.4,Moderate Risk
233,647,32.3,81.9,CO Poisoning Risk
422,61,22.0,41.1,Moderate Risk
586,304,16.7,77.6,High Risk
485,399,17.0,44.4,Moderate Risk
144,533,36.7,60.2,CO Poisoning Risk
396,258,30.4,51.5,Moderate Risk
512,283,23.8,51.9,Moderate Risk
506,224,19.2,69.2,Moderate Risk
762,463,13.5,46.8,CO Poisoning Risk
886,187,29.1,55.4,Moderate Risk
414,361,36.0,39.4,High Risk
799,288,15.6,69.2,Moderate Risk
760,276,31.1,57.8,High Risk
169,633,16.7,41.8,CO Poisoning Risk
120,347,32.0,42.4,High Risk
201,375,21.9,43.9,Moderate Risk
647,605,30.1,65.8,CO Poisoning Risk
806,292,35.2,60.1,High Risk
653,327,27.9,72.4,Moderate Risk
739,331,35.1,58.9,High Risk
561,76,18.6,44.6,Moderate Risk
163,544,36.5,80.0,CO Poisoning Risk
642,574,33.9,75.8,CO Poisoning Risk
568,425,15.6,43.1,Moderate Risk
678,107,22.9,77.3,High Risk
476,172,35.2,66.9,Moderate Risk
788,572,14.9,50.4,CO Poisoning Risk
653,207,23.9,53.2,Moderate Risk
522,295,30.4,52.1,Moderate Risk
501,339,13.8,71.0,Moderate Risk
556,223,31.1,37.5,High Risk
688,273,21.7,31.2,High Risk
710,438,19.0,54.9,Moderate Risk
826,440,26.8,43.7,Moderate Risk
337,116,26.1,58.5,Safe
670,362,34.0,80.8,High Risk
209,639,29.2,64.3,CO Poisoning Risk
156,423,23.1,79.8,High Risk
662,180,28.6,67.5,Moderate Risk
416,422,31.0,32.1,High Risk
792,163,35.5,76.0,High Risk
559,574,29.9,38.7,CO Poisoning Risk
582,567,26.1,74.7,CO Poisoning Risk
790,431,22.0,68.5,Moderate Risk
752,618,34.4,73.3,CO Poisoning Risk
375,627,32.0,41.7,CO Poisoning Risk
697,617,14.9,71.6,CO Poisoning Risk
401,617,29.8,61.0,CO Poisoning Risk
398,313,25.9,32.4,High Risk
864,568,15.5,76.0,CO Poisoning Risk
186,591,26.6,75.3,CO Poisoning Risk
202,530,17.6,58.9,CO Poisoning Risk
726,482,30.0,52.4,CO Poisoning Risk
545,607,19.7,49.6,CO Poisoning Risk
552,599,16.6,60.5,CO Poisoning Risk
221,155,15.0,73.5,Safe
210,366,24.8,58.6,Moderate Risk
286,571,17.8,35.0,CO Poisoning Risk
895,221,33.5,44.5,Asthma Risk
571,595,13.1,64.1,CO Poisoning Risk
723,582,33.2,62.9,CO Poisoning Risk
883,517,25.5,56.0,CO Poisoning Risk
861,607,35.1,41.0,CO Poisoning Risk
128,432,17.9,42.6,Moderate Risk
655,142,15.5,54.1,Moderate Risk
601,455,28.0,49.3,CO Poisoning Risk
563,419,30.0,45.1,Moderate Risk
250,214,21.9,72.8,Moderate Risk
378,100,13.3,55.2,Moderate Risk
289,369,22.8,55.2,Moderate Risk
877,304,18.6,51.1,Moderate Risk
617,606,21.3,64.8,CO Poisoning Risk
774,384,25.2,37.5,Moderate Risk
592,448,29.9,79.0,High Risk
337,576,36.1,33.6,CO Poisoning Risk
472,218,16.5,66.4,Moderate Risk
307,582,29.3,66.0,CO Poisoning Risk
176,204,18.6,34.2,Moderate Risk
171,54,18.3,81.6,Safe
151,638,28.2,29.9,CO Poisoning Risk
888,300,31.6,47.7,High Risk
589,388,36.5,50.9,High Risk
131,580,31.5,71.4,CO Poisoning Risk
101,417,16.8,29.6,High Risk
835,479,18.4,58.1,CO Poisoning Risk
732,90,31.3,39.0,Asthma Risk
204,99,25.6,58.9,Safe
307,122,20.1,62.9,Safe
738,535,24.3,29.8,CO Poisoning Risk
195,316,35.0,31.6,High Risk
780,594,31.1,32.6,CO Poisoning Risk
617,155,23.8,74.0,Moderate Risk
561,59,36.5,78.0,High Risk
843,122,32.1,51.6,High Risk
476,545,13.1,75.2,CO Poisoning Risk
315,632,15.7,53.7,CO Poisoning Risk
570,462,26.3,49.7,CO Poisoning Risk
843,319,21.4,56.7,Moderate Risk
497,538,32.5,70.7,CO Poisoning Risk
546,241,34.5,40.1,High Risk
742,420,18.8,44.3,Moderate Risk
800,107,31.3,73.8,High Risk
713,405,25.8,77.5,High Risk
728,588,22.4,34.6,CO Poisoning Risk
110,154,31.9,66.1,Safe
748,238,26.6,28.5,High Risk
690,563,28.2,41.3,CO Poisoning Risk
904,503,14.5,31.7,CO Poisoning Risk
292,345,27.1,55.8,Moderate Risk
506,612,20.2,46.5,CO Poisoning Risk
505,540,24.8,35.4,CO Poisoning Risk
537,193,18.3,28.0,High Risk
601,505,27.7,49.0,CO Poisoning Risk
174,183,16.5,43.9,Safe
256,336,15.9,30.5,High Risk
473,379,17.5,74.0,Moderate Risk
557,228,32.6,50.2,High Risk
161,351,13.8,69.8,Moderate Risk
899,306,30.5,50.8,Moderate Risk
610,354,14.4,31.6,High Risk
882,388,27.2,49.3,Moderate Risk
562,468,31.6,75.9,CO Poisoning Risk
347,558,18.5,28.4,CO Poisoning Risk
364,568,17.7,76.3,CO Poisoning Risk
839,305,19.9,63.5,Moderate Risk
109,406,29.8,81.8,High Risk
579,213,19.1,77.5,High Risk
834,244,25.0,74.9,Moderate Risk
579,429,16.2,30.0,High Risk
822,356,24.1,43.1,Moderate Risk
415,626,28.0,48.2,CO Poisoning Risk
618,356,14.7,65.8,Moderate Risk
178,610,32.6,63.0,CO Poisoning Risk
575,439,35.5,37.3,High Risk
797,395,17.6,67.8,Moderate Risk
439,72,31.2,36.4,Moderate Risk
173,177,20.5,52.6,Safe
476,424,29.2,59.3,Moderate Risk
176,646,20.4,75.0,CO Poisoning Risk
396,572,33.7,62.1,CO Poisoning Risk
243,331,21.3,79.6,High Risk
529,328,33.4,81.7,High Risk
829,271,31.4,55.5,High Risk
353,471,17.7,30.8,CO Poisoning Risk
824,71,16.8,29.5,High Risk
510,376,31.7,74.2,High Risk
582,161,22.4,55.0,Moderate Risk
722,133,35.8,47.8,High Risk
500,166,35.6,43.4,Moderate Risk
262,77,29.6,43.2,Safe
93,647,25.0,31.9,CO Poisoning Risk
729,442,17.7,44.4,Moderate Risk
561,569,34.2,62.8,CO Poisoning Risk
199,68,15.0,48.8,Safe
126,369,21.9,79.2,High Risk
672,78,20.7,64.1,Moderate Risk
890,291,36.0,74.7,High Risk
120,63,15.8,34.2,Safe
470,74,34.4,52.3,Moderate Risk
357,93,24.0,30.2,Moderate Risk
100,224,14.1,76.3,Moderate Risk
433,414,30.5,35.9,Moderate Risk
633,439,15.4,71.5,Moderate Risk
658,634,18.7,77.9,CO Poisoning Risk
255,540,32.2,51.9,CO Poisoning Risk
789,475,16.7,49.0,CO Poisoning Risk
431,251,20.8,60.4,Moderate Risk
571,79,21.7,68.0,Moderate Risk
108,627,27.1,62.9,CO Poisoning Risk
717,457,32.0,28.1,CO Poisoning Risk
273,408,18.5,70.4,Moderate Risk
871,354,17.9,36.0,Moderate Risk
634,323,18.3,52.3,Moderate Risk
99,196,22.2,43.2,Moderate Risk
681,271,25.8,78.1,High Risk
281,287,13.3,55.1,Moderate Risk
409,54,31.7,56.2,Moderate Risk
791,436,35.2,32.1,Asthma Risk
669,92,33.2,76.5,High Risk
564,248,13.9,40.9,Moderate Risk
726,201,25.6,50.4,Moderate Risk
516,70,32.5,81.2,Moderate Risk
148,465,21.3,34.2,CO Poisoning Risk
525,308,34.5,66.8,High Risk
186,573,34.3,42.0,CO Poisoning Risk
585,632,16.4,50.7,CO Poisoning Risk
876,514,24.8,50.6,CO Poisoning Risk
750,298,13.6,78.3,High Risk
367,590,19.8,28.6,CO Poisoning Risk
354,191,32.5,47.8,Moderate Risk
98,370,36.4,74.0,High Risk
546,382,34.9,77.2,High Risk
884,162,14.0,44.8,Moderate Risk
362,209,35.2,41.1,Moderate Risk
902,594,32.7,52.9,CO Poisoning Risk
97,242,33.8,68.3,Moderate Risk
297,418,35.0,36.3,High Risk
726,622,24.7,70.4,CO Poisoning Risk
212,636,18.1,55.7,CO Poisoning Risk
122,608,13.5,35.6,CO Poisoning Risk
602,173,13.6,64.3,Moderate Risk
293,458,28.4,61.9,CO Poisoning Risk
607,424,21.1,61.6,Moderate Risk
898,45,24.9,68.8,Moderate Risk
606,211,16.2,37.8,Moderate Risk
532,60,36.4,65.7,High Risk
681,156,16.1,75.9,High Risk
875,412,23.7,56.6,Moderate Risk
778,146,23.6,54.2,Moderate Risk
428,638,13.2,71.1,CO Poisoning Risk
527,450,29.0,35.9,Moderate Risk
534,551,25.9,46.4,CO Poisoning Risk
225,84,24.9,74.1,Safe
476,592,32.6,55.0,CO Poisoning Risk
114,425,18.8,73.4,Moderate Risk
595,560,33.7,41.6,CO Poisoning Risk
414,541,33.8,49.0,CO Poisoning Risk
784,325,32.8,72.5,High Risk
769,395,21.2,36.8,Moderate Risk
427,378,16.9,76.3,High Risk
779,568,24.4,44.7,CO Poisoning Risk
184,327,19.2,80.5,High Risk
634,363,14.3,72.7,Moderate Risk
712,458,19.7,52.6,CO Poisoning Risk
235,638,24.3,68.1,CO Poisoning Risk
320,58,15.7,58.0,Safe
873,100,35.7,74.1,High Risk
584,447,28.7,56.0,Moderate Risk
127,386,16.3,81.4,High Risk
514,243,32.5,35.2,Moderate Risk
736,336,35.3,64.5,High Risk
836,485,19.3,41.3,CO Poisoning Risk
526,122,16.4,38.3,Moderate Risk
457,156,20.7,50.0,Moderate Risk
434,579,33.0,47.8,CO Poisoning Risk
249,419,17.2,30.5,High Risk
639,160,31.7,51.1,High Risk
751,186,30.2,79.4,High Risk
909,241,28.6,53.2,Moderate Risk
630,584,23.4,44.3,CO Poisoning Risk
233,343,21.8,79.3,High Risk
677,120,15.0,55.3,Moderate Risk
746,574,21.6,43.5,CO Poisoning Risk
830,144,27.4,70.3,Moderate Risk
665,523,34.6,40.1,CO Poisoning Risk
434,512,33.0,41.4,CO Poisoning Risk
358,336,13.8,45.5,Moderate Risk
785,169,16.3,49.3,Moderate Risk
862,563,33.4,59.5,CO Poisoning Risk
357,67,35.5,55.8,Moderate Risk
258,206,14.3,68.2,Moderate Risk
860,550,29.8,66.7,CO Poisoning Risk
828,65,21.8,30.5,High Risk
122,508,21.7,35.2,CO Poisoning Risk
466,527,28.4,39.6,CO Poisoning Risk
303,546,32.4,60.3,CO Poisoning Risk
651,353,19.6,76.3,High Risk
529,640,29.9,45.5,CO Poisoning Risk
581,597,28.3,80.0,CO Poisoning Risk
482,247,25.4,37.3,Moderate Risk
578,460,27.5,77.9,CO Poisoning Risk
811,186,13.4,71.3,Moderate Risk
118,151,13.1,49.0,Safe
128,573,26.2,39.1,CO Poisoning Risk
701,581,25.6,49.1,CO Poisoning Risk
262,620,14.7,39.5,CO Poisoning Risk
106,335,24.8,58.3,Moderate Risk
145,355,31.2,59.0,High Risk
315,429,26.0,69.5,Moderate Risk
647,97,25.4,56.5,Moderate Risk
156,629,30.2,46.6,CO Poisoning Risk
286,227,17.1,77.2,Moderate Risk
743,413,24.0,32.2,High Risk
112,57,16.6,71.7,Safe
695,603,25.6,50.1,CO Poisoning Risk
843,204,27.2,37.8,Moderate Risk
326,328,15.9,34.5,High Risk
655,609,14.8,39.9,CO Poisoning Risk
227,331,17.0,34.6,High Risk
562,52,27.1,52.8,Moderate Risk
873,116,17.6,46.9,Moderate Risk
642,142,19.6,47.3,Moderate Risk
699,131,29.9,36.5,Asthma Risk
784,145,19.0,63.6,Moderate Risk
729,325,22.5,60.8,Moderate Risk
318,333,35.3,81.0,High Risk
406,240,32.8,37.1,Moderate Risk
687,435,19.1,73.0,Moderate Risk
857,494,27.3,29.8,CO Poisoning Risk
810,412,29.0,32.0,High Risk
816,474,34.6,63.0,CO Poisoning Risk
701,140,26.1,49.9,Moderate Risk
650,305,26.5,40.4,Moderate Risk
290,556,34.3,28.1,CO Poisoning Risk
347,165,14.3,63.8,Moderate Risk
569,410,28.1,51.8,Moderate Risk
267,376,23.0,37.2,Moderate Risk
846,96,34.8,80.5,High Risk
212,440,36.1,46.9,High Risk
431,362,17.1,44.4,Moderate Risk
260,321,19.8,55.6,Moderate Risk
737,641,19.6,43.0,CO Poisoning Risk
148,238,15.4,42.7,Moderate Risk
794,65,24.6,80.2,High Risk
554,443,25.3,42.1,Moderate Risk
869,246,26.8,60.7,Moderate Risk
349,510,28.9,30.0,CO Poisoning Risk
462,195,14.5,36.3,Moderate Risk
184,203,27.9,29.2,Moderate Risk
214,354,34.9,56.9,High Risk
130,548,23.9,54.5,CO Poisoning Risk
343,70,15.6,45.9,Moderate Risk
96,110,15.1,65.8,Safe
560,307,19.8,61.8,Moderate Risk
817,516,31.1,60.4,CO Poisoning Risk
600,211,19.3,46.2,Moderate Risk
670,198,32.5,45.7,High Risk
158,387,32.7,75.2,High Risk
170,457,24.0,57.4,CO Poisoning Risk
631,228,20.2,42.7,Moderate Risk
674,238,27.3,57.3,Moderate Risk
351,46,32.5,42.4,Moderate Risk
178,259,14.5,38.0,Moderate Risk
297,631,35.9,43.2,CO Poisoning Risk
302,527,28.5,62.0,CO Poisoning Risk
355,605,22.6,55.9,CO Poisoning Risk
382,76,25.1,36.9,Moderate Risk
